name	length	score	pvalue	qvalue
NZ_ATHI01000001.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg10, whole genome shotgun sequence	211611	0.12624230144159	0.29674993936454	0.551898680783304
NZ_ATHI01000002.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg11, whole genome shotgun sequence	67726	0.0741093836929336	0.387218045112782	0.551898680783304
NZ_ATHI01000003.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg12, whole genome shotgun sequence	164982	0.201715129418653	0.223017220470531	0.551898680783304
NZ_ATHI01000004.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg13, whole genome shotgun sequence	202204	0.107194262693408	0.323065728838225	0.551898680783304
NZ_ATHI01000005.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg14, whole genome shotgun sequence	333945	0.116263229629996	0.310211011399466	0.551898680783304
NZ_ATHI01000006.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg15, whole genome shotgun sequence	90432	0.140143707956779	0.279650739752607	0.551898680783304
NZ_ATHI01000007.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg16, whole genome shotgun sequence	82972	0.10860024507009	0.320761581372787	0.551898680783304
NZ_ATHI01000008.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg17, whole genome shotgun sequence	15645	0.0413862984504704	0.485326218772738	0.582387869314865
NZ_ATHI01000009.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg18, whole genome shotgun sequence	42863	0.169042828707812	0.251637157409653	0.551898680783304
NZ_ATHI01000010.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg19, whole genome shotgun sequence	47987	0.0937365792804221	0.346471016250303	0.551898680783304
NZ_ATHI01000011.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg1, whole genome shotgun sequence	118816	0.111009821336205	0.317608537472714	0.551898680783304
NZ_ATHI01000012.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg20, whole genome shotgun sequence	24656	0.040495675901247	0.488964346349745	0.582387869314865
NZ_ATHI01000013.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg21, whole genome shotgun sequence	30562	0.0693401779169597	0.396677176813	0.551898680783304
NZ_ATHI01000014.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg22, whole genome shotgun sequence	33128	0.136195111394083	0.283167596410381	0.551898680783304
NZ_ATHI01000015.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg23, whole genome shotgun sequence	27477	0.0128460269278763	0.687606112054329	0.75873777881857
NZ_ATHI01000016.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg24, whole genome shotgun sequence	5157	0.0398980678825083	0.491389764734417	0.582387869314865
NZ_ATHI01000017.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg25, whole genome shotgun sequence	11778	0.103950462249897	0.328644191122969	0.551898680783304
NZ_ATHI01000018.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg26, whole genome shotgun sequence	5945	0.000167960404058689	0.990055784622847	1
NZ_ATHI01000019.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg27, whole genome shotgun sequence	1912	1.15144176683718e-06	1	1
NZ_ATHI01000020.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg28, whole genome shotgun sequence	2306	0.0990758655784994	0.54370789652011	0.62138045316584
NZ_ATHI01000021.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg29, whole genome shotgun sequence	1196	0.369916960476495	0.227089727747439	0.551898680783304
NZ_ATHI01000022.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg2, whole genome shotgun sequence	95572	0.164407404255974	0.256366723259762	0.551898680783304
NZ_ATHI01000023.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg30, whole genome shotgun sequence	1337	0.157242153933466	0.440666480647347	0.582387869314865
NZ_ATHI01000024.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg31, whole genome shotgun sequence	1612	6.99413217811547e-07	1	1
NZ_ATHI01000025.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg32, whole genome shotgun sequence	530	0.417479202517215	0.252035749751738	0.551898680783304
NZ_ATHI01000026.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg3, whole genome shotgun sequence	478149	0.103979524052367	0.328644191122969	0.551898680783304
NZ_ATHI01000027.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg4, whole genome shotgun sequence	215477	0.0846684254059211	0.364782925054572	0.551898680783304
NZ_ATHI01000028.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg5, whole genome shotgun sequence	184516	0.0700283154031127	0.395100654862964	0.551898680783304
NZ_ATHI01000029.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg6, whole genome shotgun sequence	93362	0.115733224575823	0.310574824157167	0.551898680783304
NZ_ATHI01000030.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg7, whole genome shotgun sequence	173182	0.132612194595211	0.287533349502789	0.551898680783304
NZ_ATHI01000031.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg8, whole genome shotgun sequence	282010	0.102392900790549	0.33106960950764	0.551898680783304
NZ_ATHI01000032.1 Alkalidesulfovibrio alkalitolerans DSM 16529 ctg9, whole genome shotgun sequence	153281	0.134860712599957	0.285107931118118	0.551898680783304
